79,"wherever found, except az south and east of colorado r., and mexico"
80,"az south and east of colorado r., and mexico, when found outside of mexico or said range in az"
81,"wherever found west of mobile and tombigbee rivers in al, ms, and la"
82,"u.s.a. (al, ar, co, fl, ga, id, il, in, ia, ky, la, mi, mn, ms, mo, nc, nm, oh, sc, tn, ut, va, wi, wv, western half of wy)"
83,"u.s.a. (co, id, fl, nm, ut, and the western half of wyoming)"
84,u.s.a (southwestern louisiana)
85,"u.s.a. only, except where listed as an experimental population"
86,"u.s.a. (specific portions of arizona, nevada, and utah)-see 17.84(j)"
87,"north america (west coast from point conception, ca, u.s.a., to punta abreojos, baja california, mexico)"
88,"mexico,nicaragua"
89,"rio grande, from little box canyon (approximately 10.4 river miles downstream of fort quitman, tx) to amistad dam; and on the pecos river, from its confluence with independence creek to its confluence with the rio grande"
90,tanzanian distinct population segment (dps) of african coelacanth
91,breeding colony populations on pacific coast of mexico
92,"wherever found, except when listed as endangered under 50 cfr 224.101"
93,wherever found in contiguous u.s.
94,arabian sea dps
95,cape verde island/northwest africa
96,central america dps
97,western north pacific
98,mexico dps
99,"afghanistan, bhutan, burma, china (tibet, yunnan), india, nepal, pakistan, sikkim"
100,"u.s.a. (wy and specified portions of az, co, mt, sd, and ut, see 17.84(g)(9))"
101,"u.s.a. (al, fl, ga, ms, nc, sc)"
102,"indiana north of 40 degrees north latitude, michigan, ohio"
103,"in southwestern missouri, the counties of cedar, st. clair, bates, and vernon."
104,"arkansas river basin (ar, ks, nm, ok, tx)"
105,"u.s.a. (mo-specified portions of little creek, big muddy creek, and spring creek watersheds in adair, gentry, harrison, putnam, sullivan, and worth counties; see 17.84(d)(1)(i))"
106,u.s.a. (tn-specified portions of the tellico river; see 17.84(e)(1)(ii))
107,"u.s.a. (tn, va-specified portions of the holston river and watershed; see 17.84(e)(1)(i))"
108,u.s.a. (tn - specified portions of the french broad and holston rivers; see 17.84(e)(1)(iii))
109,u.s.a. (tn - specified portions of the french broad and holston rivers; see 17.84(t)(1)(i))
110,usa (hi)
111,"columbia river (clark, cowliz, pacific, skamania, and wahkiakum counties, wa., and clatsop, columbia, and multnomah counties, or.)"
112,lower columbia river esu - see 50 cfr 223.102
113,southern oregon - northern california coast esu - see 50 cfr 223.102
114,central california coast esu - see 50 cfr 224.101
115,oregon coast esu - see 50 cfr 223.102
116,northern california dps - see 50 cfr 223.102
117,puget sound dps - see 50 cfr 223.102
118,southern california dps - see 50 cfr 224.101
119,california central valley dps - see 50 cfr 223.102
120,central california coast dps - see 50 cfr 223.102
121,lower columbia river dps - see 50 cfr 223.102
122,middle columbia river dps - see 50 cfr 223.102
123,snake river basin dps - see 50 cfr 223.102
124,south-central california coast dps - see 50 cfr 223.102
125,upper willamette river dps - see 50 cfr 223.102
126,middle columbia river dps - xn - see 50 cfr 223.102
127,upper columbia river dps - see 50 cfr 223.102
128,ozette lake esu - see 50 cfr 223.102
129,snake river esu - see 50 cfr 224.101
130,upper columbia river spring-run esu see 50 cfr 224.101
131,lower columbia river esu see 50 cfr 223.102
132,puget sound esu see 50 cfr 223.102
133,upper willamette river esu see 50 cfr 223.102
134,california coastal esu - see 50 cfr 223.102
135,central valley spring-run esu see 50 cfr 223.102
136,sacramento river winter-run esu - see 50 cfr 224.101
137,snake river fall-run esu see 50 cfr 223.102
138,snake river spring/summer-run esu see 50 cfr 223.102
139,columbia river esu see 50 cfr 223.102
140,hood canal summer-run esu - see 50 cfr 223.102
141,southern resident dps see 50 cfr 224.101
142,lower fl keys (west of seven mile bridge)
143,"wherever found except kyrgyzstan, mongolia, and tajikistan"
144,"kyrgyzstan, mongolia, and tajikistan"
145,u.s.a. (ca) peninsular ranges
146,u.s.a. (ca) sierra nevada
147,"wherever found, except where it is listed as threatened as set forth below"
148,"in africa, in the wild, south of, and including, the following countries: gabon, congo, zaire, uganda, kenya"
149,japan (ryukyu islands)
150,ladoga subspecies
151,okhotsk subspecies
152,"gila r. drainage, az, nm"
153,u.s. alaska breeding population only
154,indonesia
155,non-us dps - smalltooth sawfish originating from non-us waters
156,us dps - smalltooth sawfish originating from u.s. waters.
157,main hawaiian islands insular dps see 50 cfr 224.101
158,south america
159,"salt and verde r. drainages, az"
160,u.s.a. (al-specified portions of the tennessee river; see 17.85(a)(1))
161,usa (tn - specified portions of the french broad and holston rivers; see 17.85(b)(1))
162,rota
163,"u.s.a., northern california"
164,"u.s.a., southern california"
165,"u.s.a. (id, wa), canada (that part of s.e. british columbia bounded by the u.s.-can. border, columbia r., kootenay r., kootenay l., and kootenai r.)"
166,"sikkim, thailand, malaysia, indonesia, indochina, burma, bangladesh"
167,"nepal, india"
168,mongolia
169,gulf of maine dps - see 50 cfr 224.101
170,"u.s.a., conterminous, (lower 48 states)"
171,"clackamas river subbasin and the mainstem willamette river, from willamette falls to its points of confluence with the columbia river, including multnomah channel"
172,puget sound-georgia basin dps see 50 cfr 224.101
173,puget sound - georgia basin dps see 50 cfr 223.102
174,eastern atlantic dps
175,eastern pacific dps
176,central and southwest atlantic dps
177,indo-west pacific dps
178,"u.s.a. (ar, co, ia, il, in, ks, ky, la_miss. r. and tribs. n of baton rouge, ms_miss. r., mo, mt, nd, ne, nm, ok, sd, tn, tx_except within 50 miles of coast)"
179,"u.s.a. (atlantic coast south to nc), canada (newf., n.s, que.), bermuda"
180,"western hemisphere and adjacent oceans, incl. u.s.a. (fl, pr, vi), where not listed as endangered"
181,black warrior r. system upstream from bankhead dam
182,cat island in the bahamas
183,italy
184,bitterroot ecosystem recovery zone population
185,"u.s.a., conterminous (lower 48) states, except where listed as an experimental population or delisted"
186,ecuador (dps)
187,"entire, except ecuador"
188,canada
